id,card_number,card_name,card_alt,カードタイプ,タグ,レアリティ,色,HP,LIFE,Bloomレベル,バトンタッチ,収録商品,能力テキスト,arts,oshi_skill,sp_oshi_skill,keyword,extra,gift,illustrator,image_url,local_images,release_date
1628,hBP06-031,姫森ルーナ,姫森ルーナ,ホロメン,#JP #4期生 #ベイビー,UR,緑,190,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇+◇+◇+◇+青+50]ずっと一緒なのらね　160+,,,"んなっしょい！
自分の推しホロメンが〈姫森ルーナ〉なら、自分のステージの〈ルーナイト〉1～2枚をアーカイブできる：アーカイブしたカード1枚につき、自分のエールデッキの上から1枚を自分の〈姫森ルーナ〉1人に送る。",,,たうた,/wp-content/images/cardlist/hBP06/hBP06-031_UR.png,hBP06-031_RR.png;hBP06-031_SR.png;hBP06-031_UR.png,
1629,hBP06-033,儒烏風亭らでん,儒烏風亭らでん,ホロメン,#DEV_IS #ReGLOSS #お酒,SR,緑,160,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[緑]茸 （くさびら）　40,,,"濡羽色のほころび
このターンに自分が#きのこを持つイベントを使っていたなら、自分のデッキを2枚引く。自分のブルームエフェクト「濡羽色のほころび」はターンに1回しか使えない。",,,RHTG,/wp-content/images/cardlist/hBP06/hBP06-033_SR.png,hBP06-033_R.png;hBP06-033_SR.png,
1630,hBP06-032,セシリア・イマーグリーン,セシリア・イマーグリーン,ホロメン,#EN #Justice #語学,SR,緑,130,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇]春の思い出　20,,,"FOR! JUSTICE!
自分のエールデッキの上から1枚をこのホロメン以外の自分の#Justiceを持つホロメンに送る。",,,なかゥま,/wp-content/images/cardlist/hBP06/hBP06-032_SR.png,hBP06-032_R.png;hBP06-032_SR.png,
1631,hBP06-034,百鬼あやめ,百鬼あやめ,ホロメン,#JP #2期生 #シューター,S,赤,130,,Debut,,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇]夏の海でドキドキデート　10+,,,,,,なもり,/wp-content/images/cardlist/hBP06/hBP06-034_S.png,hBP06-034_C.png;hBP06-034_S.png,
1632,hBP06-036,百鬼あやめ,百鬼あやめ,ホロメン,#JP #2期生 #シューター,S,赤,140,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇]お風呂上がりの幸せな時間　30,,,"まったり夜桜温泉デート
自分のデッキから、[〈阿修羅＆羅刹〉か〈鬼神刀「阿修羅」〉か〈ぽよ余〉]1枚を公開し、手札に加える。そしてデッキをシャッフルする。",,,saino,/wp-content/images/cardlist/hBP06/hBP06-036_S.png,hBP06-036_C.png;hBP06-036_S.png,
1633,hBP06-037,百鬼あやめ,百鬼あやめ,ホロメン,#JP #2期生 #シューター,S,赤,140,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[赤+赤]ずっと元気でいられますように…　50,,,"お参りデート
自分のアーカイブの赤エール2枚を好きな順でエールデッキの下に戻せる。",,,saino,/wp-content/images/cardlist/hBP06/hBP06-037_S.png,hBP06-037_S.png;hBP06-037_U.png,
1634,hBP06-038,百鬼あやめ,百鬼あやめ,ホロメン,#JP #2期生 #シューター,SR,赤,140,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[赤]では参る！　30,,,"たまに増える余
自分のエールデッキの上から1枚をアーカイブできる：自分のアーカイブの〈百鬼あやめ〉1枚を手札に戻す。",,,盧,/wp-content/images/cardlist/hBP06/hBP06-038_SR.png,hBP06-038_R.png;hBP06-038_SR.png,
1635,hBP06-039,百鬼あやめ,百鬼あやめ,ホロメン,#JP #2期生 #シューター,SR,赤,160,,2nd,,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[赤+赤+緑+50]百鬼乱舞 -朧月-　80+,,,"余、なんも聞いとらんかった。
[センターポジション限定]自分のコラボホロメンがいて、相手のコラボホロメンがいないなら、自分のホロメン全員は相手からアーツダメージを受けない。",,,有芳,/wp-content/images/cardlist/hBP06/hBP06-039_SR.png,hBP06-039_RR.png;hBP06-039_SR.png;hBP06-039_UR.png,
1636,hBP06-039,百鬼あやめ,百鬼あやめ,ホロメン,#JP #2期生 #シューター,UR,赤,160,,2nd,,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[赤+赤+緑+50]百鬼乱舞 -朧月-　80+,,,"余、なんも聞いとらんかった。
[センターポジション限定]自分のコラボホロメンがいて、相手のコラボホロメンがいないなら、自分のホロメン全員は相手からアーツダメージを受けない。",,,有芳,/wp-content/images/cardlist/hBP06/hBP06-039_UR.png,hBP06-039_RR.png;hBP06-039_SR.png;hBP06-039_UR.png,
1637,hBP06-040,ハコス・ベールズ,ハコス・ベールズ,ホロメン,#EN #Promise #ケモミミ,S,赤,110,,Debut,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇]You can do it!　30,,,,,,玲汰,/wp-content/images/cardlist/hBP06/hBP06-040_S.png,hBP06-040_C.png;hBP06-040_S.png,
1638,hBP06-042,ハコス・ベールズ,ハコス・ベールズ,ホロメン,#EN #Promise #ケモミミ,S,赤,160,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[赤]イチゴで彩る誕生日　40+,,,"Strawberry Princess
自分の手札1枚をアーカイブする。その後、自分のデッキを1枚引く。",,,Mika Pikazo,/wp-content/images/cardlist/hBP06/hBP06-042_S.png,hBP06-042_C.png;hBP06-042_S.png,
1639,hBP06-043,ハコス・ベールズ,ハコス・ベールズ,ホロメン,#EN #Promise #ケモミミ,S,赤,160,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[赤]ALWAYS A PEASANT.　30,,,"Once a Peasant,
自分の手札の#Promiseを持つホロメン1枚をアーカイブできる：相手のセンターホロメンかコラボホロメンに特殊ダメージ30を与える。",,,VIGORE,/wp-content/images/cardlist/hBP06/hBP06-043_S.png,hBP06-043_S.png;hBP06-043_U.png,
1640,hBP06-044,ハコス・ベールズ,ハコス・ベールズ,ホロメン,#EN #Promise #ケモミミ,SR,赤,160,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[赤]ホイールオブフォーチュン　30+ | [赤+赤]ありがチュー！　70,,,,,,Mika Pikazo,/wp-content/images/cardlist/hBP06/hBP06-044_SR.png,hBP06-044_R.png;hBP06-044_SR.png,
1641,hBP06-045,ハコス・ベールズ,ハコス・ベールズ,ホロメン,#EN #Promise #ケモミミ,SR,赤,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇+◇+紫+50]カオスリローデッド　70+ | [赤+◇+◇+紫+50]💥¡¡SSꓵHƆSꓶƎԀԀOꓷ💥　100,,,,,,Hachi,/wp-content/images/cardlist/hBP06/hBP06-045_SR.png,hBP06-045_RR.png;hBP06-045_SR.png;hBP06-045_UR.png,
1642,hBP06-045,ハコス・ベールズ,ハコス・ベールズ,ホロメン,#EN #Promise #ケモミミ,UR,赤,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇+◇+紫+50]カオスリローデッド　70+ | [赤+◇+◇+紫+50]💥¡¡SSꓵHƆSꓶƎԀԀOꓷ💥　100,,,,,,Hachi,/wp-content/images/cardlist/hBP06/hBP06-045_UR.png,hBP06-045_RR.png;hBP06-045_SR.png;hBP06-045_UR.png,
1643,hBP06-046,鷹嶺ルイ,鷹嶺ルイ,ホロメン,#JP #秘密結社holoX #トリ #お酒,SR,赤,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[赤+◇+◇+紫+50]永久不滅の絆　120,,,"間違っているぞ！
このゲーム中に、自分のSP推しスキル「ホークアイ」を使っていたなら、このホロメンのアーツ+20。",,,Hikosan,/wp-content/images/cardlist/hBP06/hBP06-046_SR.png,hBP06-046_R.png;hBP06-046_SR.png,
1644,hBP06-047,一条莉々華,一条莉々華,ホロメン,#DEV_IS #ReGLOSS #料理 #語学,SR,赤,190,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[赤+紫+50]ガチでなんもない。タスケテ。　70,,,"家にあるもの限界飯
自分の推しホロメンが〈一条莉々華〉で、自分のアーカイブに〈限界飯〉が2枚以上あるなら、自分のデッキを2枚引く。",,,ろわんて,/wp-content/images/cardlist/hBP06/hBP06-047_SR.png,hBP06-047_R.png;hBP06-047_SR.png,
1645,hBP06-048,ムーナ・ホシノヴァ,ムーナ・ホシノヴァ,ホロメン,#ID #ID1期生 #歌,S,青,100,,Debut,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇]ムーンペース　20,,,,,,フライ千,/wp-content/images/cardlist/hBP06/hBP06-048_S.png,hBP06-048_C.png;hBP06-048_S.png,
1646,hBP06-050,ムーナ・ホシノヴァ,ムーナ・ホシノヴァ,ホロメン,#ID #ID1期生 #歌,S,青,150,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇]2 Sides of The Moon　20 | [◇+◇+◇]Lunar Duality　80,,,,,,Hyde,/wp-content/images/cardlist/hBP06/hBP06-050_S.png,hBP06-050_C.png;hBP06-050_S.png,
1647,hBP06-051,ムーナ・ホシノヴァ,ムーナ・ホシノヴァ,ホロメン,#ID #ID1期生 #歌,S,青,170,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇]スプリングパーティー　30 | [青+◇]親愛の情　50,,,,,,Mr.Lime,/wp-content/images/cardlist/hBP06/hBP06-051_S.png,hBP06-051_S.png;hBP06-051_U.png,
1648,hBP06-052,ムーナ・ホシノヴァ,ムーナ・ホシノヴァ,Buzzホロメン,#ID #ID1期生 #歌,SR,青,240,,1st,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[青+◇]下弦の月　20+,,,"新月
このホロメンが相手のホロメンにアーツダメージを与えた時に使える：その相手のホロメンに、そのホロメンが受けているダメージと同じ数値の特殊ダメージを与える。",このホロメンがダウンした時、自分のライフ-2,,呱々唄七つ,/wp-content/images/cardlist/hBP06/hBP06-052_SR.png,hBP06-052_R.png;hBP06-052_SR.png,
1649,hBP06-053,ムーナ・ホシノヴァ,ムーナ・ホシノヴァ,ホロメン,#ID #ID1期生 #歌,SR,青,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[青+◇+白+50]Tidal Eclipse　90,,,"星の運命
相手のセンターホロメンかコラボホロメンを選ぶ。選んだホロメンに、選んだホロメンが受けているダメージと同じ数値の特殊ダメージを与える。",,,uneef,/wp-content/images/cardlist/hBP06/hBP06-053_SR.png,hBP06-053_RR.png;hBP06-053_SR.png;hBP06-053_UR.png,
1650,hBP06-053,ムーナ・ホシノヴァ,ムーナ・ホシノヴァ,ホロメン,#ID #ID1期生 #歌,UR,青,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[青+◇+白+50]Tidal Eclipse　90,,,"星の運命
相手のセンターホロメンかコラボホロメンを選ぶ。選んだホロメンに、選んだホロメンが受けているダメージと同じ数値の特殊ダメージを与える。",,,uneef,/wp-content/images/cardlist/hBP06/hBP06-053_UR.png,hBP06-053_RR.png;hBP06-053_SR.png;hBP06-053_UR.png,
1651,hBP06-055,沙花叉クロヱ,沙花叉クロヱ,ホロメン,#JP #秘密結社holoX #海,SR,青,190,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[青+紫+赤+50]二人で紡いだ魔法　100+,,,"ワンワーーン！！！
自分の推しホロメンが〈紫咲シオン〉なら、相手のアーカイブのエール3枚を相手のセンターホロメンに送る。その後、自分のアーカイブのエール1枚を自分の〈紫咲シオン〉に送れる。",,,茶ちえ,/wp-content/images/cardlist/hBP06/hBP06-055_SR.png,hBP06-055_R.png;hBP06-055_SR.png,
1652,hBP06-056,沙花叉クロヱ,沙花叉クロヱ,ホロメン,#JP #秘密結社holoX #海,SR,青,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[青+青+◇+◇+紫+50]沙花叉と青春しよ？　120+,,,"ギャル叉と登校
このゲーム中に、自分のSP推しスキル「人生リセットボタン」を使っていたなら、このホロメンのアーツ「沙花叉と青春しよ？」に必要な無色-1。",,,パセリ,/wp-content/images/cardlist/hBP06/hBP06-056_SR.png,hBP06-056_R.png;hBP06-056_SR.png,
1653,hBP06-054,雪花ラミィ,雪花ラミィ,ホロメン,#JP #5期生 #ハーフエルフ #お酒,SR,青,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[青+青+◇+白+50]暖かい誕生日とその先へ　140+,,,"有言実行！！
このホロメンに〈雪民〉が付いているなら、相手のセンターホロメンに特殊ダメージ20を与える。その後、自分のデッキを1枚引く。このホロメンに〈雪民〉が3枚以上付いているなら、かわりに、自分のデッキを2枚引く。",,,Hong,/wp-content/images/cardlist/hBP06/hBP06-054_SR.png,hBP06-054_R.png;hBP06-054_SR.png,
1654,hBP06-057,森カリオペ,森カリオペ,ホロメン,#EN #Myth #歌,S,青,110,,Debut,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇]Mori's Underground Live　20,,,,,,chyan,/wp-content/images/cardlist/hBP06/hBP06-057_S.png,hBP06-057_C.png;hBP06-057_S.png,
1655,hBP06-058,森カリオペ,森カリオペ,ホロメン,#EN #Myth #歌,S,青,160,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇]a chef’s journey’s end.　30,,,"Yes, Chef.
自分のデッキを3枚引いた後、手札2枚をアーカイブする。",,,VIGORE,/wp-content/images/cardlist/hBP06/hBP06-058_S.png,hBP06-058_S.png;hBP06-058_U.png,
1656,hBP06-059,森カリオペ,森カリオペ,ホロメン,#EN #Myth #歌,SR,青,160,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇+◇+◇]まどろみの中で　80,,,"お泊りパーリナイ!
自分のステージに#ENを持つホロメンが3人以上いるなら、自分のエールデッキから、[青エールか紫エール]1枚を公開し、自分のホロメンに送る。そしてエールデッキをシャッフルする。",,,茶ちえ,/wp-content/images/cardlist/hBP06/hBP06-059_SR.png,hBP06-059_R.png;hBP06-059_SR.png,
1657,hBP06-060,森カリオペ,森カリオペ,ホロメン,#EN #Myth #歌,SR,青,210,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇+赤+50]Bull's-eye!!!!　60 | [◇+◇+◇+◇+赤+50]Memento Mori.　200+,,,,,,yuki,/wp-content/images/cardlist/hBP06/hBP06-060_SR.png,hBP06-060_RR.png;hBP06-060_SR.png;hBP06-060_UR.png,
1658,hBP06-060,森カリオペ,森カリオペ,ホロメン,#EN #Myth #歌,UR,青,210,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇+赤+50]Bull's-eye!!!!　60 | [◇+◇+◇+◇+赤+50]Memento Mori.　200+,,,,,,yuki,/wp-content/images/cardlist/hBP06/hBP06-060_UR.png,hBP06-060_RR.png;hBP06-060_SR.png;hBP06-060_UR.png,
1659,hBP06-061,ロボ子さん,ロボ子さん,ホロメン,#JP #0期生 #シューター,S,紫,120,,Debut,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇]ボクと過ごす甘いひと時　20,,,,,,WERI,/wp-content/images/cardlist/hBP06/hBP06-061_S.png,hBP06-061_C.png;hBP06-061_S.png,
1660,hBP06-063,ロボ子さん,ロボ子さん,ホロメン,#JP #0期生 #シューター,S,紫,150,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇]んーーーおいしい[๑´ڡ`๑]♡　30,,,"プリンとお子様オムライス
自分の〈ろぼさー〉が付いているホロメンがいるなら、相手のセンターホロメンに特殊ダメージ20を与える。",,,teffish,/wp-content/images/cardlist/hBP06/hBP06-063_S.png,hBP06-063_C.png;hBP06-063_S.png,
1661,hBP06-064,ロボ子さん,ロボ子さん,ホロメン,#JP #0期生 #シューター,S,紫,160,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[紫]がおー！！......ビックリした？　40,,,"いたずらしちゃうぞ～！
自分の推しホロメンが〈ロボ子さん〉なら、自分の手札1～2枚をアーカイブできる：アーカイブしたカード1枚につき、自分のアーカイブの〈ろぼさー〉1枚を手札に戻す。",,,石原竜也,/wp-content/images/cardlist/hBP06/hBP06-064_S.png,hBP06-064_S.png;hBP06-064_U.png,
1662,hBP06-065,ロボ子さん,ロボ子さん,Buzzホロメン,#JP #0期生 #シューター,SR,紫,250,,1st,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[紫+◇+◇]かけがえのない日々　90,,,"一言芳恩
1stホロメンからBloomしているこのホロメンがアーツを使った時、相手のセンターホロメンかコラボホロメンに特殊ダメージ50を与える。",このホロメンがダウンした時、自分のライフ-2,,ふじさわ犬一,/wp-content/images/cardlist/hBP06/hBP06-065_SR.png,hBP06-065_R.png;hBP06-065_SR.png,
1663,hBP06-066,ロボ子さん,ロボ子さん,ホロメン,#JP #0期生 #シューター,SR,紫,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[紫+紫+◇+黄+50]＜封印＞ ダークブライダル　160,,,"どり～む_コネクト.zero
[センターポジション限定]自分の#0期生を持つコラボホロメンがアーツを使った時、自分のデッキから、カード1枚を公開し、アーカイブする。そしてデッキをシャッフルする。",,,にゃまそ,/wp-content/images/cardlist/hBP06/hBP06-066_SR.png,hBP06-066_RR.png;hBP06-066_SR.png;hBP06-066_UR.png,
1664,hBP06-066,ロボ子さん,ロボ子さん,ホロメン,#JP #0期生 #シューター,UR,紫,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[紫+紫+◇+黄+50]＜封印＞ ダークブライダル　160,,,"どり～む_コネクト.zero
[センターポジション限定]自分の#0期生を持つコラボホロメンがアーツを使った時、自分のデッキから、カード1枚を公開し、アーカイブする。そしてデッキをシャッフルする。",,,にゃまそ,/wp-content/images/cardlist/hBP06/hBP06-066_UR.png,hBP06-066_RR.png;hBP06-066_SR.png;hBP06-066_UR.png,
1665,hBP06-067,戌神ころね,戌神ころね,ホロメン,#JP #ゲーマーズ #ケモミミ,S,紫,100,,Debut,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇]指一本くれや！　20,,,"ホロライブの狂犬
自分の手札の#ゲーマーズを持つホロメン1枚をアーカイブできる：自分のデッキを1枚引く。",,,Hikosan,/wp-content/images/cardlist/hBP06/hBP06-067_S.png,hBP06-067_C.png;hBP06-067_P.png;hBP06-067_S.png,
1666,hBP06-068,戌神ころね,戌神ころね,ホロメン,#JP #ゲーマーズ #ケモミミ,S,紫,140,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇+◇]おめでとうをありがとう！　50,,,"まかしなー
自分のデッキから、〈ゆび〉1枚を公開し、手札に加える。そしてデッキをシャッフルする。自分のブルームエフェクト「まかしなー」はターンに1回しか使えない。",,,なもり,/wp-content/images/cardlist/hBP06/hBP06-068_S.png,hBP06-068_S.png;hBP06-068_U.png,
1667,hBP06-069,戌神ころね,戌神ころね,ホロメン,#JP #ゲーマーズ #ケモミミ,SR,紫,160,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇]しばきあげパンチング　30+,,,"こぉねのことだけ見ててね？♡
自分の〈ゆび〉が付いているホロメンがいるなら、自分のデッキを1枚引く。",,,ふじさわ犬一,/wp-content/images/cardlist/hBP06/hBP06-069_SR.png,hBP06-069_R.png;hBP06-069_SR.png,
1668,hBP06-070,戌神ころね,戌神ころね,ホロメン,#JP #ゲーマーズ #ケモミミ,SR,紫,210,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇+◇+◇+◇+緑+50]終焉のウォウウォウアックス　170+,,,"ワンダーヴァイキング
[センターポジション限定][ターンに1回]自分のステージの〈ゆび〉1枚をデッキの下に戻せる：このターンの間、このホロメンのアーツに必要な無色-2。",,,むっちりしいたけ,/wp-content/images/cardlist/hBP06/hBP06-070_SR.png,hBP06-070_RR.png;hBP06-070_SR.png;hBP06-070_UR.png,
1669,hBP06-070,戌神ころね,戌神ころね,ホロメン,#JP #ゲーマーズ #ケモミミ,UR,紫,210,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇+◇+◇+◇+緑+50]終焉のウォウウォウアックス　170+,,,"ワンダーヴァイキング
[センターポジション限定][ターンに1回]自分のステージの〈ゆび〉1枚をデッキの下に戻せる：このターンの間、このホロメンのアーツに必要な無色-2。",,,むっちりしいたけ,/wp-content/images/cardlist/hBP06/hBP06-070_UR.png,hBP06-070_RR.png;hBP06-070_SR.png;hBP06-070_UR.png,
1670,hBP06-071,ラプラス・ダークネス,ラプラス・ダークネス,ホロメン,#JP #秘密結社holoX #シューター,SR,紫,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[紫+紫+黄+50]らぷらすといっしょ！　80+ | [紫+紫+紫+紫+紫+黄+50]みんなかつもくせよ！　150,,,,,,unxi,/wp-content/images/cardlist/hBP06/hBP06-071_SR.png,hBP06-071_R.png;hBP06-071_SR.png,
1671,hBP06-072,夏色まつり,夏色まつり,ホロメン,#JP #1期生 #シューター,S,黄,100,,Debut,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇]ざんね～ん　20,,,"勝てると思った？
このホロメンが相手の1stホロメンから受けるアーツダメージ-30。",,,ジぅ( ･w･ ）,/wp-content/images/cardlist/hBP06/hBP06-072_S.png,hBP06-072_C.png;hBP06-072_S.png,
1672,hBP06-074,夏色まつり,夏色まつり,ホロメン,#JP #1期生 #シューター,S,黄,140,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[黄]CURE PALE　30,,,"天使界隈
このターンに自分が使っていたサポートカード1枚につき、このターンの間、自分のセンターホロメンのアーツ+10。ただし、数える枚数は3枚まで。",,,MyungYi,/wp-content/images/cardlist/hBP06/hBP06-074_S.png,hBP06-074_C.png;hBP06-074_S.png,
1673,hBP06-075,夏色まつり,夏色まつり,ホロメン,#JP #1期生 #シューター,S,黄,160,,1st,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[黄+◇]今夜はdance the night!　50 | [黄+黄+◇]ダンスレッスン頑張るぞ！　80+,,,,,,あろあ,/wp-content/images/cardlist/hBP06/hBP06-075_S.png,hBP06-075_S.png;hBP06-075_U.png,
1674,hBP06-076,夏色まつり,夏色まつり,Buzzホロメン,#JP #1期生 #シューター,SR,黄,250,,1st,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[黄+◇]まつりちゃんにメロメロになれよ❤︎　50+,,,"レッツパフォーミング
自分のデッキから、[〈えびふらいおん〉か〈まつりす〉]1枚を公開し、手札に加える。そしてデッキをシャッフルする。",このホロメンがダウンした時、自分のライフ-2,,gaha,/wp-content/images/cardlist/hBP06/hBP06-076_SR.png,hBP06-076_R.png;hBP06-076_SR.png,
1675,hBP06-077,夏色まつり,夏色まつり,ホロメン,#JP #1期生 #シューター,SR,黄,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[黄+黄+◇+青+50]Never give up!! 夏色魂　140+,,,"Re:START
自分のライフが相手以下なら、自分のエールデッキの上から1枚を自分の〈夏色まつり〉に送れる。",,,いかり,/wp-content/images/cardlist/hBP06/hBP06-077_SR.png,hBP06-077_RR.png;hBP06-077_SR.png;hBP06-077_UR.png,
1676,hBP06-077,夏色まつり,夏色まつり,ホロメン,#JP #1期生 #シューター,UR,黄,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[黄+黄+◇+青+50]Never give up!! 夏色魂　140+,,,"Re:START
自分のライフが相手以下なら、自分のエールデッキの上から1枚を自分の〈夏色まつり〉に送れる。",,,いかり,/wp-content/images/cardlist/hBP06/hBP06-077_UR.png,hBP06-077_RR.png;hBP06-077_SR.png;hBP06-077_UR.png,
1677,hBP06-078,大空スバル,大空スバル,ホロメン,#JP #2期生 #トリ,S,黄,100,,Debut,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇]取り敢えずPOWERで頑張るっす！！！！　20,,,"地球&テラ
このホロメンのエール1枚をアーカイブできる：自分のデッキから、自分の推しホロメンと同じカード名のDebutホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。",,,しぐれうい,/wp-content/images/cardlist/hBP06/hBP06-078_S.png,hBP06-078_C.png;hBP06-078_S.png,
1678,hBP06-079,大空スバル,大空スバル,ホロメン,#JP #2期生 #トリ,S,黄,140,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「アヤカシヴァーミリオン」,,[◇]さ゛さ゛な゛み゛の゛音゛　30,,,"Subaru Duck Dance
自分のアーカイブのエール1枚をこのホロメンに送れる。",,,びび,/wp-content/images/cardlist/hBP06/hBP06-079_S.png,hBP06-079_S.png;hBP06-079_U.png,
